Departamento,Tipo,Nombre,Direccion,Telefono,Latitud,Longitud,Fuente
La Paz,Mercado,MERCADO DE COCA APOLO CARAnaVI,NA,null,"-16,475,955","-68,119,264",geobo
La Paz,Mercado,MERCADO EL CARMEN,NA,null,"-16,514,695","-68,126,271",geobo
La Paz,Mercado,MERCADO EL TEJAR,NA,null,"-16,495,322","-68,152,063",geobo
La Paz,Mercado,MERCADO FRANCISCO CERnaDAS,NA,null,"-16,483,771","-68,125,464",geobo
La Paz,Mercado,MERCADO GERMAN BUCHS,NA,null,"-16,481,803","-68,139,965",geobo
La Paz,Mercado,MERCADO HAITI,NA,null,"-16,490,814","-68,122,574",geobo
La Paz,Mercado,MERCADO HINOJOSA,NA,null,"-16,503,350","-68,144,583",geobo
La Paz,Mercado,MERCADO JERMAN JORDAN,NA,null,"-16,509,999","-68,112,949",geobo
La Paz,Mercado,MERCADO KILLI KILLI,NA,null,"-16,494,480","-68,127,412",geobo
La Paz,Mercado,MERCADO KOLLLASUYO,NA,null,"-16,495,182","-68,116,670",geobo
La Paz,Mercado,MERCADO LA MERCED,NA,null,"-16,471,025","-68,118,066",geobo
La Paz,Mercado,MERCADO LA MERCED DE COTA COTA,NA,null,"-16,542,077","-68,058,031",geobo
La Paz,Mercado,MERCADO LA PORTADA,NA,null,"-16,489,251","-68,166,946",geobo
La Paz,Mercado,MERCADO LANZA,NA,null,"-16,494,747","-68,137,328",geobo
La Paz,Mercado,MERCADO LAS DELICIAS,NA,null,"-16,476,973","-68,123,548",geobo
La Paz,Mercado,MERCADO LAS FLORES,NA,null,"-16,495,416","-68,151,104",geobo
La Paz,Mercado,MERCADO LAS LOMAS,NA,null,"-16,522,272","-68,138,834",geobo
La Paz,Mercado,MERCADO LAS NIEVES,NA,null,"-16,497,140","-68,157,388",geobo
La Paz,Mercado,MERCADO LOS ANDES,NA,null,"-16,498,739","-68,148,289",geobo
La Paz,Mercado,MERCADO LLOJETA VERGEL,NA,null,"-16,534,238","-68,140,376",geobo
La Paz,Mercado,MERCADO MANUEL HOYOS,NA,null,"-16,485,917","-68,134,593",geobo
La Paz,Mercado,MERCADO MARACAna,NA,null,"-16,485,585","-68,137,140",geobo
La Paz,Mercado,MERCADO MODELO ACHUMANI,NA,null,"-16,530,709","-68,073,618",geobo
La Paz,Mercado,MERCADO MODELO ALTO SAN ANTONIO,NA,null,"-16,498,039","-68,108,447",geobo
La Paz,Mercado,MERCADO MODELO IRPAVI,NA,null,"-16,525,088","-68,087,166",geobo
La Paz,Mercado,MERCADO MODELO LAS VELAS,NA,null,"-16,500,744","-68,127,557",geobo
La Paz,Mercado,MERCADO MODELO OBISPO INDABURO,NA,null,"-16,501,087","-68,145,532",geobo
La Paz,Mercado,MERCADO N7 VILLA VICTORIA,NA,null,"-16,490,368","-68,151,694",geobo
La Paz,Mercado,MERCADO NUESTRA SEÑORA DE LA PAZ,NA,null,"-16,495,542","-68,103,042",geobo
La Paz,Mercado,MERCADO PASANKERI KM7,NA,null,"-16,522,962","-68,143,332",geobo
La Paz,Mercado,MERCADO POPULAR DE ALTO OBRAJES,NA,null,"-16,523,606","-68,104,050",geobo
La Paz,Mercado,MERCADO POPULAR PURA PURA,NA,null,"-16,487,745","-68,150,860",geobo
La Paz,Mercado,MERCADO POPULAR RAUL SALMON 6 DE JUNIO,NA,null,"-16,528,206","-68,123,464",geobo
La Paz,Mercado,MERCADO PRIVADO DE VILLA FATIMA,NA,null,"-16,481,100","-68,120,901",geobo
La Paz,Mercado,MERCADO PROVISIOnaL LOS PINOS,NA,null,"-16,542,589","-68,071,505",geobo
La Paz,Mercado,MERCADO RODRIGUES,NA,null,"-16,500,181","-68,138,986",geobo
La Paz,Mercado,MERCADO RODRIGUEZ,NA,null,"-16,500,800","-68,139,526",geobo
La Paz,Mercado,MERCADO RURAL DE CHINCANI,NA,null,"-16,500,102","-68,081,892",geobo
La Paz,Mercado,MERCADO SAGRADO CORAZON DE JESUS,NA,null,"-16,500,822","-68,153,150",geobo
La Paz,Mercado,MERCADO SAN CRISTOBAL,NA,null,"-16,510,396","-68,145,639",geobo
La Paz,Mercado,MERCADO SAN ISIDRO,NA,null,"-16,510,877","-68,106,165",geobo
La Paz,Mercado,MERCADO SAN JOSE,NA,null,"-16,489,127","-68,158,614",geobo
La Paz,Mercado,MERCADO SAN JOSE DE MALLASILLA,NA,null,"-16,566,767","-68,100,704",geobo
La Paz,Mercado,MERCADO SAN JUAN,NA,null,"-16,491,128","-68,104,088",geobo
La Paz,Mercado,MERCADO SANCHEZ LIMA,NA,null,"-16,507,991","-68,136,735",geobo
La Paz,Mercado,MERCADO SANTIAGO DE MUnaYPATA,NA,null,"-16,489,888","-68,156,545",geobo
La Paz,Mercado,MERCADO SOPOCACHI,NA,null,"-16,509,351","-68,129,408",geobo
La Paz,Mercado,MERCADO STRONGEST,NA,null,"-16,515,786","-68,139,929",geobo
La Paz,Mercado,MERCADO TEOFILO MIRANDA,NA,null,"-16,497,146","-68,116,324",geobo
La Paz,Mercado,MERCADO URKUPIÑA BAJO SAN ISIDRO,NA,null,"-16,512,052","-68,107,734",geobo
La Paz,Mercado,MERCADO URUGUAY,NA,null,"-16,497,213","-68,143,713",geobo
La Paz,Mercado,MERCADO VICENTE,NA,null,"-16,497,943","-68,144,297",geobo
La Paz,Mercado,MERCADO VILLA ARMONIA,NA,null,"-16,508,744","-68,110,556",geobo
La Paz,Mercado,MERCADO VILLA ARMONIA,NA,null,"-16,508,650","-68,110,747",geobo
La Paz,Mercado,MERCADO VILLA ARMONIA,NA,null,"-16,508,669","-68,110,924",geobo
La Paz,Mercado,MERCADO VILLA ARMONIA,NA,null,"-16,508,706","-68,110,634",geobo
La Paz,Mercado,MERCADO VILLA ARMONIA,NA,null,"-16,508,830","-68,110,426",geobo
La Paz,Mercado,MERCADO VILLA EL CARMEN,NA,null,"-16,469,001","-68,115,255",geobo
La Paz,Mercado,MERCADO VILLA FATIMA,NA,null,"-16,480,552","-68,121,093",geobo
La Paz,Mercado,MERCADO VILLA NUEVA POTOSI,NA,null,"-16,505,482","-68,149,345",geobo
La Paz,Mercado,MERCADO VIRGEN DE LAS NIEVES,NA,null,"-16,475,460","-68,149,372",geobo
La Paz,Mercado,SUMAYA MERCADO DE BRUJAS,NA,null,"-16,496,160","-68,138,757",geobo
La Paz,Mercado,MERCADO MODELO SAN JOSE COROICO,NA,null,"-16,189,497","-67,727,843",geobo
La Paz,Mercado,MERCADO POPULAR DE ACHACACHI,NA,null,"-16,043,432","-68,683,960",geobo
La Paz,Mercado,MERCADO LANZA,NA,null,"-16,410,793","-67,526,487",geobo
La Paz,Mercado,MERCADO VIRGEN DE COPACABAna,NA,null,"-16,406,308","-67,529,120",geobo
La Paz,Mercado,MERCADO CAMPESINO,NA,null,"-15,586,936","-67,247,128",geobo
La Paz,Mercado,MERCADO VIRGEN DE CANDELARIA,NA,null,"-15,586,455","-67,247,578",geobo
Oruro,Mercado,MERCADO ANTOFAGASTA,NA,null,"-18,903,386","-66,764,101",geobo
Oruro,Mercado,MERCADO CAMPESINO,NA,null,"-18,900,454","-66,763,680",geobo
Oruro,Mercado,MERCADO 6 DE AGOSTO,NA,null,"-17,638,522","-67,219,631",geobo
Oruro,Mercado,ASOCIACION DE COMERCIANTES MERCADO MARIA AYMA,NA,null,"-17,946,043","-67,095,115",geobo
Oruro,Mercado,MERCADO AURORA,NA,null,"-17,912,889","-67,125,580",geobo
Oruro,Mercado,MERCADO BARTOLIna SISA,NA,null,"-17,977,681","-67,097,945",geobo
Oruro,Mercado,MERCADO CAKEO,NA,null,"-17,951,790","-67,110,216",geobo
Oruro,Mercado,MERCADO CAMACHO,NA,null,"-17,956,560","-67,116,946",geobo
Oruro,Mercado,MERCADO CAMPERO,NA,null,"-17,970,887","-67,110,124",geobo
Oruro,Mercado,MERCADO CAMPESINO KANTUTA,NA,null,"-17,949,729","-67,102,134",geobo
Oruro,Mercado,MERCADO DE LA URBANIZACION BUSTILLOS,NA,null,"-17,970,989","-67,057,449",geobo
Oruro,Mercado,MERCADO DE VINTO,NA,null,"-17,972,553","-67,047,099",geobo
Oruro,Mercado,MERCADO EDUARDO AVAROA,NA,null,"-17,987,156","-67,113,831",geobo
Oruro,Mercado,MERCADO EVO MORALES,NA,null,"-17,964,218","-67,096,846",geobo
Oruro,Mercado,MERCADO EX ADUAna,NA,null,"-17,971,128","-67,109,614",geobo
Oruro,Mercado,MERCADO EX ADUAna,NA,null,"-17,970,832","-67,108,766",geobo
Oruro,Mercado,MERCADO FERMIN LOPEZ,NA,null,"-17,966,703","-67,114,759",geobo
Oruro,Mercado,MERCADO GRAN PODER,NA,null,"-17,982,801","-67,091,528",geobo
Oruro,Mercado,MERCADO JORGE PALENQUE,NA,null,"-17,980,288","-67,122,542",geobo
Oruro,Mercado,MERCADO KANTUTA,NA,null,"-17,950,140","-67,102,728",geobo
Oruro,Mercado,MERCADO MAX FERnaNDEZ,NA,null,"-17,968,282","-67,097,516",geobo
Oruro,Mercado,MERCADO MIRAFLORES,NA,null,"-17,939,167","-67,113,760",geobo
Oruro,Mercado,MERCADO POPULAR INCAPOZO,NA,null,"-17,944,731","-67,119,907",geobo
Oruro,Mercado,MERCADO PUMAS ANDINOS,NA,null,"-17,995,669","-67,068,767",geobo
Oruro,Mercado,MERCADO RAFAEL PABON,NA,null,"-17,984,349","-67,103,112",geobo
Oruro,Mercado,MERCADO RAFAEL PABON,NA,null,"-17,983,357","-67,102,600",geobo
Oruro,Mercado,MERCADO ROBERTO YOUNG,NA,null,"-17,977,894","-67,132,851",geobo
Oruro,Mercado,MERCADO SAN JOSE,NA,null,"-17,957,845","-67,123,555",geobo
Oruro,Mercado,MERCADO SAN PEDRO,NA,null,"-17,945,813","-67,113,232",geobo
Oruro,Mercado,MERCADO V. FATIMA,NA,null,"-17,959,330","-67,117,941",geobo
Oruro,Mercado,MERCADO VENEZUELA,NA,null,"-17,938,068","-67,110,484",geobo
Oruro,Mercado,MERCADO VILLA VICTORIA,NA,null,"-17,975,276","-67,054,342",geobo
Oruro,Mercado,MERCADO WHALTER KHON,NA,null,"-17,980,694","-67,116,353",geobo
Oruro,Mercado,MKCROMERCADO CLAUDOA,NA,null,"-17,962,785","-67,110,530",geobo
Oruro,Mercado,MERCADO CENTRAL EDUARDO AVAROA DE COMERCIANTES MINORISTAS MACHACAMARCA,NA,null,"-18,173,053","-67,021,538",geobo
Oruro,Mercado,MERCADO 27 DE JUNIO,NA,null,"-18,286,804","-66,834,589",geobo
Oruro,Mercado,MERCADO CENTRAL POOPO,NA,null,"-18,380,705","-66,968,743",geobo
Oruro,Mercado,MERCADO CENTRAL HUARI,NA,null,"-19,012,678","-66,776,991",geobo
Pando,Mercado,MERCADO CENTRAL,NA,null,"-11,488,927","-67,245,525",geobo
Pando,Mercado,MERCADO,NA,null,"-11,104,234","-67,556,848",geobo
Pando,Mercado,MERCADO CENTRAL SANTA ROSA DE PUERTO RICO,NA,null,"-11,107,285","-67,552,912",geobo
Pando,Mercado,MERCADO CENTRAL DE COBIJA,NA,null,"-11,021,479","-68,756,778",geobo
Pando,Mercado,MERCADO naZARIA,NA,null,"-11,035,075","-68,776,196",geobo
Pando,Mercado,MERCADO PARAISO,NA,null,"-11,028,169","-68,775,494",geobo
Potosí,Mercado,MERCADO ANTOFAGASTA,NA,null,"-20,461,438","-66,825,124",geobo
Potosí,Mercado,MERCADO AVENIDA POTOSI,NA,null,"-20,464,288","-66,825,113",geobo
Potosí,Mercado,MERCADO EL GALPON,NA,null,"-20,463,768","-66,824,355",geobo
Potosí,Mercado,MERCADO EL PROGRESO,NA,null,"-20,460,246","-66,831,732",geobo
Potosí,Mercado,MERCADO LINDO,NA,null,"-20,467,002","-66,818,474",geobo
Potosí,Mercado,MERCADO MIRAFLORES,NA,null,"-20,454,092","-66,830,047",geobo
Potosí,Mercado,MERCADO VALENTIN ARAMAYO,NA,null,"-20,460,096","-66,822,461",geobo
Potosí,Mercado,MERCADO CENTRAL,NA,null,"-19,554,008","-65,453,847",geobo
Potosí,Mercado,MERCADO DE CARNE,NA,null,"-19,554,367","-65,453,546",geobo
Potosí,Mercado,FARMACIA SAN NICOLAS DE BARI  DE VERONICA MERCADO,NA,null,"-22,085,390","-65,600,391",geobo
Potosí,Mercado,MERCADO 20 DE MAYO,NA,null,"-22,092,498","-65,596,174",geobo
Potosí,Mercado,MERCADO 3 DE MARZO,NA,null,"-22,093,090","-65,595,612",geobo
Potosí,Mercado,MERCADO ABASTO,NA,null,"-22,084,558","-65,602,377",geobo
Potosí,Mercado,MERCADO CAMPESINO DE VILLAZON,NA,null,"-22,083,492","-65,602,330",geobo
Potosí,Mercado,MERCADO HUMMER,NA,null,"-22,095,249","-65,595,947",geobo
Potosí,Mercado,MERCADO ILIODORO VILLAZON,NA,null,"-22,086,030","-65,599,551",geobo
Potosí,Mercado,MERCADO LA PAZ,NA,null,"-22,094,132","-65,595,924",geobo
Potosí,Mercado,MERCADO MODESTO OMISTE,NA,null,"-22,087,795","-65,596,928",geobo
Potosí,Mercado,MERCADO MUNICIPAL VIVANDERAS,NA,null,"-22,095,309","-65,597,081",geobo
Potosí,Mercado,MERCADO SAN MARTIN,NA,null,"-22,092,896","-65,593,529",geobo
Potosí,Mercado,MERCADO URCUPIÑA,NA,null,"-22,092,559","-65,595,960",geobo
Potosí,Mercado,MERCADO CAMPESINO,NA,null,"-18,424,272","-66,582,350",geobo
Potosí,Mercado,MERCADO CENTRAL,NA,null,"-18,426,036","-66,584,123",geobo
Potosí,Mercado,MERCADO CENTRAL SAN MIGUEL,NA,null,"-18,466,737","-66,569,741",geobo
Potosí,Mercado,MERCADO  VILLA FATIMA,NA,null,"-21,435,589","-65,722,821",geobo
Potosí,Mercado,MERCADO CAMPESINO,NA,null,"-21,451,096","-65,717,654",geobo
Potosí,Mercado,MERCADO GIL DURAN,NA,null,"-21,444,294","-65,718,964",geobo
Potosí,Mercado,MERCADO LA PAZ,NA,null,"-21,438,262","-65,718,977",geobo
Potosí,Mercado,MERCADO NEGRO,NA,null,"-21,441,713","-65,719,483",geobo
Potosí,Mercado,MERCADO 10 DE NOVIEMBRE,NA,null,"-19,587,293","-65,755,027",geobo
Potosí,Mercado,MERCADO ABASTO,NA,null,"-19,573,918","-65,756,220",geobo
Potosí,Mercado,MERCADO BALLIVIAN,NA,null,"-19,590,828","-65,750,664",geobo
Potosí,Mercado,MERCADO CALVARIO,NA,null,"-19,597,349","-65,748,141",geobo
Potosí,Mercado,MERCADO CAMPESINO,NA,null,"-19,590,715","-65,744,795",geobo
Potosí,Mercado,MERCADO CHUQUIMIA,NA,null,"-19,580,592","-65,763,242",geobo
Potosí,Mercado,MERCADO GREMIAL,NA,null,"-19,586,429","-65,756,248",geobo
Potosí,Mercado,MERCADO LAS LECHERIAS,NA,null,"-19,559,251","-65,758,533",geobo
Potosí,Mercado,MERCADO PLAZA EL MINERO,NA,null,"-19,594,868","-65,749,974",geobo
Potosí,Mercado,MERCADO SANTIAGO,NA,null,"-19,593,824","-65,756,725",geobo
Potosí,Mercado,MERCADO SOLIDARIO SATELITE,NA,null,"-19,567,146","-65,767,717",geobo
Potosí,Mercado,MERCADO T IKA LOMA,NA,null,"-19,582,211","-65,745,107",geobo
Potosí,Mercado,MERCADO VICUÑAS,NA,null,"-19,588,179","-65,758,417",geobo
Potosí,Mercado,MERCADO VILLA COPACABAna,NA,null,"-19,574,925","-65,773,255",geobo
Santa Cruz,Mercado,MERCADO 25 DE FEBRERO,NA,null,"-17,757,663","-62,995,103",geobo
Santa Cruz,Mercado,MERCADO 25 DE OCTUBRE,NA,null,"-17,752,873","-62,995,793",geobo
Santa Cruz,Mercado,MERCADO CENTRAL DEL TORNO,NA,null,"-17,995,009","-63,383,537",geobo
Santa Cruz,Mercado,MERCADO PRIVADO 18 DE NOVIEMBRE,NA,null,"-17,988,305","-63,379,947",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL DE JOROCHITO,NA,null,"-18,056,598","-63,427,720",geobo
Santa Cruz,Mercado,MERCADO CUMBRE DE LAS AMERICAS,NA,null,"-17,900,659","-63,284,668",geobo
Santa Cruz,Mercado,MERCADO KM 13,NA,null,"-17,880,212","-63,268,778",geobo
Santa Cruz,Mercado,"MERCADO MUNICIPAL EL CARMEN (VENTA DE VERDURAS ,FRUTAS,ABARROTES,PRODUCTOS LACTEOS,VENTA DE CARNE DE RES,POLLO,CERDO,COMIDAS,JUGUETES,PAN,ARTICULOS PARA EL HOGAR,LIBRERIA,VENTA DE ROPA USADA,VENTA DE ROPA NUEVA,CALSADOS Y CELULARES)",NA,null,"-17,855,261","-63,249,279",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL LA GUARDIA,NA,null,"-17,893,381","-63,329,036",geobo
Santa Cruz,Mercado,MERCADO POPULAR DE BARRIO LINDO,NA,null,"-17,899,528","-63,269,622",geobo
Santa Cruz,Mercado,MERCADO SAN JOSE,NA,null,"-17,942,732","-63,351,827",geobo
Santa Cruz,Mercado,ASOCIACION GREMIAL DE COMERCIATES MINORISTAS  18 DE AGOSTO  DEL MERCADO DE LA URBANIZACION  EL RECREO,NA,null,"-17,885,480","-63,095,221",geobo
Santa Cruz,Mercado,ASOCICION 14 DE AGOSTO MERCADO AMBORO,NA,null,"-17,866,398","-63,136,977",geobo
Santa Cruz,Mercado,MERCADO,NA,null,"-17,890,056","-63,179,042",geobo
Santa Cruz,Mercado,MERCADO,NA,null,"-17,800,382","-63,170,193",geobo
Santa Cruz,Mercado,MERCADO 1 DE MARZO,NA,null,"-17,745,513","-63,117,157",geobo
Santa Cruz,Mercado,MERCADO 1 DE MAYO,NA,null,"-17,722,294","-63,104,333",geobo
Santa Cruz,Mercado,MERCADO 12 DE OCTUBRE,NA,null,"-17,754,974","-63,179,537",geobo
Santa Cruz,Mercado,MERCADO 12 DE OCTUBRE,NA,null,"-17,754,742","-63,179,727",geobo
Santa Cruz,Mercado,MERCADO 12:DE OCTUBRE,NA,null,"-17,754,939","-63,179,790",geobo
Santa Cruz,Mercado,MERCADO 2 DE AGOSTO,NA,null,"-17,733,994","-63,142,936",geobo
Santa Cruz,Mercado,MERCADO 27 DE MAYO,NA,null,"-17,826,509","-63,094,047",geobo
Santa Cruz,Mercado,MERCADO 7 CALLES,NA,null,"-17,786,370","-63,185,769",geobo
Santa Cruz,Mercado,MERCADO ABASTO,NA,null,"-17,796,277","-63,204,430",geobo
Santa Cruz,Mercado,MERCADO ALTO SAN PEDRO,NA,null,"-17,810,989","-63,188,765",geobo
Santa Cruz,Mercado,MERCADO ASOCIACION 4 DE NOVIEMBRE,NA,null,"-17,778,434","-63,202,878",geobo
Santa Cruz,Mercado,MERCADO BARRIO LINDO 12 DE JULIO,NA,null,"-17,789,235","-63,167,018",geobo
Santa Cruz,Mercado,MERCADO BELEN,NA,null,"-17,755,077","-63,188,109",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,225","-63,110,013",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,649","-63,109,804",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,392","-63,109,949",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,121","-63,109,707",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,549","-63,109,531",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,544","-63,109,886",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,277","-63,109,641",geobo
Santa Cruz,Mercado,MERCADO BIBOSI,NA,null,"-17,724,428","-63,109,577",geobo
Santa Cruz,Mercado,MERCADO CAMPESINO,NA,null,"-17,777,530","-63,108,242",geobo
Santa Cruz,Mercado,MERCADO COMUNIDAD LAS PIEDADES,NA,null,"-17,740,338","-63,055,419",geobo
Santa Cruz,Mercado,MERCADO COPACABAna,NA,null,"-17,826,495","-63,125,938",geobo
Santa Cruz,Mercado,MERCADO CHACARILLA,NA,null,"-17,773,012","-63,150,537",geobo
Santa Cruz,Mercado,MERCADO CHINBOL,NA,null,"-17,783,481","-63,174,038",geobo
Santa Cruz,Mercado,MERCADO DE BARRIO  (SIN NOMBRE),NA,null,"-17,854,719","-63,041,063",geobo
Santa Cruz,Mercado,MERCADO ECOLOGICO PATUJU,NA,null,"-17,773,776","-63,052,784",geobo
Santa Cruz,Mercado,"MERCADO EL DORADO NORTE CONSTA DE 99 PUESTO, 1PUESTO DE LICORERIA , 3 PUESTOS DE DULCES Y GALLETAS, 2 PUESTOS EMBUTIDOS Y FIAMBRES, 2 PUESTOS DE VENTA DE COCA, 3 PUESTOS DE REGALOS Y JUGUETERIA, 5 PUESTOS DE CARNICERIA DE POLLO, 5 PUESTOS DE VERDURAS, 3",NA,null,"-17,735,459","-63,098,157",geobo
Santa Cruz,Mercado,MERCADO EL FUERTE,NA,null,"-17,847,103","-63,147,983",geobo
Santa Cruz,Mercado,MERCADO EL PROGRESO,NA,null,"-17,823,311","-63,136,074",geobo
Santa Cruz,Mercado,MERCADO EL QUIOR,NA,null,"-17,847,159","-63,081,322",geobo
Santa Cruz,Mercado,MERCADO EL TRIUNFO,NA,null,"-17,861,001","-63,154,675",geobo
Santa Cruz,Mercado,MERCADO FLORIDA,NA,null,"-17,870,530","-63,166,894",geobo
Santa Cruz,Mercado,MERCADO GUAPILO VENTA,NA,null,"-17,765,632","-63,087,175",geobo
Santa Cruz,Mercado,MERCADO GUAPURU,NA,null,"-17,851,729","-63,099,774",geobo
Santa Cruz,Mercado,MERCADO GUAPURU 2,NA,null,"-17,810,605","-63,104,579",geobo
Santa Cruz,Mercado,MERCADO INTERnaCIOnaL,NA,null,"-17,796,028","-63,105,944",geobo
Santa Cruz,Mercado,MERCADO JULIO LEYGUE,NA,null,"-17,731,247","-63,121,514",geobo
Santa Cruz,Mercado,MERCADO LA AMISTA,NA,null,"-17,837,632","-63,176,965",geobo
Santa Cruz,Mercado,MERCADO LA CUCHILLA (COMERCIO),NA,null,"-17,826,290","-63,201,526",geobo
Santa Cruz,Mercado,MERCADO LA MORITA,NA,null,"-17,816,430","-63,187,816",geobo
Santa Cruz,Mercado,MERCADO LA PRIMAVERA,NA,null,"-17,823,398","-63,163,838",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,791,848","-63,188,893",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,109","-63,187,990",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,286","-63,188,291",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,257","-63,188,550",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,792,060","-63,188,952",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,194","-63,188,449",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,310","-63,187,715",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,391","-63,187,901",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,346","-63,187,831",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,399","-63,188,054",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,228","-63,187,609",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,120","-63,187,841",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,170","-63,187,456",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,793,547","-63,188,151",geobo
Santa Cruz,Mercado,MERCADO LA RAMADA,NA,null,"-17,792,843","-63,188,737",geobo
Santa Cruz,Mercado,MERCADO LA RAMADS,NA,null,"-17,791,634","-63,188,703",geobo
Santa Cruz,Mercado,MERCADO LAS PAMPITAS,NA,null,"-17,769,147","-63,122,608",geobo
Santa Cruz,Mercado,MERCADO LAZARETO,NA,null,"-17,783,124","-63,159,894",geobo
Santa Cruz,Mercado,MERCADO LIBERTAD,NA,null,"-17,741,980","-63,086,626",geobo
Santa Cruz,Mercado,MERCADO LOS POCITOS,NA,null,"-17,841,486","-63,110,585",geobo
Santa Cruz,Mercado,MERCADO LOS POZOS,NA,null,"-17,778,467","-63,177,598",geobo
Santa Cruz,Mercado,MERCADO MAYORISTA ABASTO 2,NA,null,"-17,849,325","-63,231,043",geobo
Santa Cruz,Mercado,MERCADO MIRAFLORES,NA,null,"-17,800,226","-63,130,373",geobo
Santa Cruz,Mercado,MERCADO MODELO PLAN 3000,NA,null,"-17,821,496","-63,147,411",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL ABASTO 3,NA,null,"-17,828,319","-63,208,275",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL EL BOSQUE,NA,null,"-17,812,737","-63,214,771",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL EL TRILLO,NA,null,"-17,760,545","-63,127,731",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL FORTALEZA,NA,null,"-17,863,387","-63,160,854",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL LOS TUSEQUIS,NA,null,"-17,741,709","-63,154,345",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL MAGISTERIO SUR,NA,null,"-17,870,993","-63,178,297",geobo
Santa Cruz,Mercado,MERCADO MUNICIPAL TURERE,NA,null,"-17,842,328","-63,100,562",geobo
Santa Cruz,Mercado,MERCADO MUSICAL 26 DE ABRIL,NA,null,"-17,829,840","-63,174,521",geobo
Santa Cruz,Mercado,MERCADO MUTUALISTA,NA,null,"-17,762,798","-63,161,995",geobo
Santa Cruz,Mercado,MERCADO NUEVA EZPERANZA,NA,null,"-17,735,383","-63,111,870",geobo
Santa Cruz,Mercado,MERCADO PLAN 3000,NA,null,"-17,823,292","-63,112,258",geobo
Santa Cruz,Mercado,MERCADO PRIMERO DE MAYO,NA,null,"-17,798,178","-63,132,608",geobo
Santa Cruz,Mercado,MERCADO RETOÑO,NA,null,"-17,740,034","-63,073,727",geobo
Santa Cruz,Mercado,"MERCADO SAN ANTONIO VENTA DE ABARROTES, VENTA DE CARNE DE RES, POLLO Y CERDO, VENTA DE ROPA NUEBA, VENTA DE ROPA USADA  VENTA DE  CALZADOS, VENTA DE PAN, VENTA DE VERDURAS, VENTA FRUTA, VENTA DE PRODUCTOS DE LIMPIEZA DEL HOGAR",NA,null,"-17,826,107","-63,226,997",geobo
Santa Cruz,Mercado,MERCADO SAN JORGE,NA,null,"-17,736,622","-63,090,661",geobo
Santa Cruz,Mercado,MERCADO SAN JUAN,NA,null,"-17,791,105","-63,137,102",geobo
Santa Cruz,Mercado,MERCADO SAN LUIS,NA,null,"-17,783,839","-63,195,445",geobo
Santa Cruz,Mercado,MERCADO SANTA CRUZ SUR,NA,null,"-17,850,954","-63,181,306",geobo
Santa Cruz,Mercado,MERCADO SANTA ROSA,NA,null,"-17,810,874","-63,189,433",geobo
Santa Cruz,Mercado,MERCADO TOBOROCH,NA,null,"-17,848,762","-63,078,859",geobo
Santa Cruz,Mercado,MERCADO VICTORIA,NA,null,"-17,815,400","-63,109,698",geobo
Santa Cruz,Mercado,MERCADO VICTORIA,NA,null,"-17,814,555","-63,109,709",geobo
Santa Cruz,Mercado,MERCADO VICTORIA,NA,null,"-17,817,643","-63,109,736",geobo
Santa Cruz,Mercado,MERCADO VICTORIA,NA,null,"-17,816,903","-63,109,731",geobo
Santa Cruz,Mercado,MERCADO VILLA ESPERANZA,NA,null,"-17,863,046","-63,168,704",geobo
